,Severe1,Severe2,Severe3,Severe4,Severe5,Severe6,Middle1,Middle2,Middle3,Middle4,Middle5,Middle6,Mild1,Mild2,Mild3,Mild4,Mild5,Mild6
ASV821,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV696,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ASV992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV742,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV825,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV771,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV817,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV698,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ASV402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ASV539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV158,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV280,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV709,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV704,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV837,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV75,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV221,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV601,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV611,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV943,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV774,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV215,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1031,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV831,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV835,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV609,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV706,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV707,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV217,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV705,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV159,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV898,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV79,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV282,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV702,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV608,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV77,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV945,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV81,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV600,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV607,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV602,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1367,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV772,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV899,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV614,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV222,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV613,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV745,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ASV531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV711,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV900,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV218,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV78,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV836,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV612,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV1036,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV603,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV775,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV827,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV777,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV833,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV83,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV830,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV946,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV219,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV212,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV220,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV606,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV213,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV838,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV828,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV615,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV944,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV281,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV776,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV610,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV80,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV605,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV216,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ASV1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV832,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV897,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV895,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV746,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV1368,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV703,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV604,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV72,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV747,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV710,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV829,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV278,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ASV839,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV214,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV599,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1032,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV708,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV834,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1034,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV451,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1366,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV701,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV751,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV619,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV163,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV288,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV230,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV841,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV1043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV901,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV625,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV908,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV714,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV624,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV906,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV629,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV228,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV780,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV750,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV455,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV913,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV229,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV453,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV92,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1039,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV712,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV1376,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV957,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV843,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV713,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV904,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV621,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV620,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV94,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1372,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV86,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV1370,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV287,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV954,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV285,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV782,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1377,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV952,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV717,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV909,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV627,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1040,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV622,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV284,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV718,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV722,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV842,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV749,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV905,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV286,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1375,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV948,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV840,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV845,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV953,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV98,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV628,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV227,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV907,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV956,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV844,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
